7/25/2023 8:55:46,Staff,33,Fully in-person,5,32.8,Car (driving myself),I don't have either,,,Sometimes,"Perhaps, it would depend on the vehicle.","The priorities for my car choice are safety,  good engine, power and handling. The elevation where I live is over 1600ft with many steep hills and curves. It can be treacherous driving during snowstorms.  I would need to do research and see what hybrid or EV vehicles meet my needs before making a switch from fossil fuel.  At this point in time,  I am more concerned about securing a parking space when I arrive to work than the availability of a charging station. Please address the parking first and then consider the ratio of charging to non-charging parking spaces.  Thank you. ",
7/25/2023 8:55:52,Staff,34,Combination of the two,4,10,Car (driving myself),I don't have either,,,Sometimes,,,
7/25/2023 8:57:48,Staff,35,Combination of the two,2,12,Car (driving myself),I don't have either,,,Sometimes,Yes,,
7/25/2023 9:08:04,Staff,36,Fully in-person,5,10.3,Car (driving myself),I don't have either,,,Yes,No - it is entirely based on the range and the time to charge. I am an at-risk minority and I need to have a reliable means to flee to safety in the current political climate.,My combined MPG in a 2018 Mini Cooper in 30MPG,June 2023
7/25/2023 9:16:01,Staff,37,Combination of the two,4,19,Car (driving myself),I don't have either,,,Yes,Yes,I carpool with a neighbor who works in Easthampton about 1 time per week.,
7/25/2023 9:18:08,Staff,38,Combination of the two,4,3.6,Car (driving myself),I don't have either,,,Yes,Yes,,
7/25/2023 9:19:33,Staff,39,Combination of the two,3,3.7,Car (driving myself),I don't have either,,,Sometimes,Not particularly.,"Between 1 and 2 days of my in-person schedule, I will be carpooling with a spouse who also works in Northampton.",
7/25/2023 9:27:56,Staff,40,Combination of the two,2,11,Car (driving myself),I don't have either,,,Sometimes,,,
7/25/2023 9:45:54,Staff,43,Fully in-person,5,28.7,Car (driving myself),I don't have either,,,Yes,"Yes, and available parking spots",,
7/25/2023 9:48:19,Staff,44,Combination of the two,4,25,Car (driving myself),I don't have either,,,Sometimes,Maybe,,January 2023
7/25/2023 9:50:48,Staff,45,Fully in-person,5,5,Car (driving myself),I don't have either,,,No,No,,
7/25/2023 9:54:43,Staff,46,Combination of the two,3,15.8,Car (driving myself),I don't have either,,,Yes,No,,
7/25/2023 9:59:06,Staff,47,Combination of the two,3,26,Car (driving myself),I don't have either,,,Yes,yes,,
7/25/2023 9:59:10,Staff,48,Combination of the two,2,12,Car (driving myself),I don't have either,,,No,,,
7/25/2023 10:09:08,Staff,49,Fully in-person,5,22,Car (driving myself),I don't have either,,,No,"No, I cannot afford either a hybrid or ev vehicle",,
7/25/2023 10:24:33,Staff,50,Fully in-person,5,1,Car (driving myself),I don't have either,,,Sometimes,,"I share a car with my partner who goes to Umass, some days we carpool, some days we bike. I mostly use the car during winter, which feels like most of the school year.",
7/25/2023 10:38:02,Staff,51,Combination of the two,5,19,Car (driving myself),I don't have either,,,Yes,yes,My husband and I have 2 cars and I often take the truck so that he has the car with a car seat for our daughter. The truck is a 1999 Toyota Tacoma and gets terrible gas mileage!,
7/25/2023 11:00:10,Staff,52,Fully in-person,5,30,Car (driving myself),I don't have either,,,Yes,No unfortunately the price of the vehicles has influenced my decision,,November 2022
7/25/2023 11:04:01,Staff,53,Combination of the two,5,13,Car (driving myself),I don't have either,,,No,No,Additional driving is necessary due to limited parking on campus,
7/25/2023 11:10:25,Staff,54,Fully in-person,5,25,Car (driving myself),I don't have either,,,Sometimes,No,35mph    would love an EV or a hybrid  but will never be able to afford one.,
7/25/2023 11:10:32,Staff,55,Combination of the two,2,7,Car (driving myself),I don't have either,,,Yes,Yes,,
7/25/2023 12:43:28,Staff,56,Fully in-person,5,49,Car (driving myself),I don't have either,,,Sometimes,,,February 2023
7/25/2023 13:31:44,Staff,58,Combination of the two,3,5,Car (driving myself),I don't have either,,,Yes,No,,
7/25/2023 15:18:29,Staff,60,Combination of the two,2,70,Car (driving myself),I don't have either,,,Yes,Not as much as the cost of the car itself,"I live so far away due to my family circumstances. If I could take a bus or a train to work that is both affordable and conveniently timed, I would be so happy!",
7/26/2023 9:00:13,Staff,61,Fully in-person,4,18,Car (driving myself),I don't have either,,,No,No,"I have  57,000 miles on my car",
7/26/2023 9:10:10,Staff,62,Combination of the two,2,23,Car (driving myself),I don't have either,,,No,No,,
7/26/2023 9:23:51,Staff,63,Combination of the two,2,25,Car (driving myself),I don't have either,,,Yes,"Yes. I prefer to park in the parking garage, so it'd be best if charging stations were available there.",My job could easily be done fully remote and I often feel that driving 25 miles each way in to the office (100 miles per week) is a waste. Public transportation is not a realistic option for me.,
7/26/2023 10:32:56,Staff,64,Combination of the two,2,16.1,Car (driving myself),I don't have either,,,No,,,
7/27/2023 9:04:45,Staff,66,Combination of the two,3,23,Car (driving myself),I don't have either,,,Sometimes,yes,my hours vary in length so commuting with others isn't an option,
7/30/2023 10:31:53,Staff,67,Combination of the two,3,10,Car (driving myself),I don't have either,,,Yes,No. Cost of the vehicle would,27 MPG on average.,
7/31/2023 10:13:32,Staff,68,Fully in-person,5,16,Car (driving myself),I don't have either,,,Yes,"yes, it would make me feel more confident in my investment in an EV.",,September 2022
7/31/2023 14:44:49,Staff,70,Combination of the two,3,32.1,Car (driving myself),I don't have either,3,,Sometimes,"Yes, depending on location",,January 2023
8/7/2023 10:44:09,Staff,72,Combination of the two,3,13,Car (driving myself),I don't have either,,,Yes,"would help, but if the EVs were cheaper and I could afford one that would be more a factor",Moving from Amherst to Chicopee because we got priced out of being able to live there on 2 working adults' salaries. Hard to even consider building a savings for an EV car when our savings are completely gone from trying to be able to afford living close to where we work. It is a goal one day to be able to have an EV car though.,December 2022
9/19/2023 10:51:25,Staff,73,Combination of the two,4,64,Car (driving myself),I don't have either,,,No,Absolutely,,
9/19/2023 10:57:47,Staff,74,Combination of the two,4,12.4,Car (driving myself),I don't have either,,,No,possibly,,
9/19/2023 10:59:53,Staff,75,Combination of the two,2,27,Car (driving myself),I don't have either,,,No,No,,
9/19/2023 11:01:50,Staff,76,Fully in-person,5,14,Car (driving myself),I don't have either,,,Yes,Not really.,,
9/19/2023 11:02:34,Staff,77,Fully in-person,5,13,Car (driving myself),I don't have either,,,No,,carpool sometimes,January 2023
9/19/2023 11:02:48,Staff,78,Fully in-person,5,17.5,Car (driving myself),I don't have either,,,Sometimes,No. ,,
9/19/2023 11:02:54,Staff,79,Combination of the two,2,9.8,Car (driving myself),I don't have either,,,Yes,"Nope, the cost of electric cars is still too high for my budget.","If Smith helped invest in our local public transit more people could bus into work, I would take the bus if it was at all possible from Holyoke.",
9/19/2023 11:06:15,Staff,80,Fully in-person,5,8.3,Car (driving myself),I don't have either,,,Yes,No,,March 2023
9/19/2023 11:22:05,Staff,83,Fully in-person,5,45,Car (driving myself),I don't have either,,,No,Maybe,,
9/19/2023 11:23:02,Staff,84,Combination of the two,4,4,Car (driving myself),I don't have either,,,No,no,,
9/19/2023 11:23:39,Staff,85,Fully in-person,5,4.5,Car (driving myself),I don't have either,,,No,,,
9/19/2023 11:23:47,Staff,86,Fully in-person,5,7.5,Car (driving myself),I don't have either,,,Sometimes,"Maybe, but I'd also need to make more money to afford one",My gas mileage is 27.7mpg. I didn't work in June or July though ,January 2023
9/19/2023 11:25:35,Staff,87,Combination of the two,4,1,Car (driving myself),I don't have either,,,,,,
9/19/2023 11:26:04,Staff,88,Combination of the two,4,27.5,Car (driving myself),I don't have either,,,Yes,"Yes, Definitely!",,
9/19/2023 11:27:08,Staff,89,Fully in-person,5,3.1,Car (driving myself),I don't have either,,,Yes,oh ya,,
9/19/2023 11:28:27,Staff,90,Combination of the two,2,30,Car (driving myself),I don't have either,,,Yes,Yes,My car's gas mileage is ~ 34 mpg ( a little lower in the winter),
9/19/2023 11:40:16,Staff,92,Combination of the two,2,21,Car (driving myself),I don't have either,,,No,,"As a fundraiser for Smith, I use a rental or my personal vehicle to visit donors. This is not technically a commute, but we on the Development staff have discussed our extensive car and air travel as part of Smith's carbon footprint.",
9/19/2023 11:40:33,Staff,93,Combination of the two,3,25,Car (driving myself),I don't have either,,,Sometimes,"No, I just can't afford a new car.",,
9/19/2023 11:47:43,Staff,94,Combination of the two,3,12.5,Car (driving myself),I don't have either,,,Sometimes,,,
9/19/2023 11:49:24,Staff,95,Combination of the two,2,10,Car (driving myself),I don't have either,,,No,,,
9/19/2023 11:51:11,Staff,97,Combination of the two,4,1.3,Car (driving myself),I don't have either,,,Yes,yes,,
9/19/2023 11:55:32,Staff,98,Fully in-person,5,10,Car (driving myself),I don't have either,,,No,No,I typically average about 24 MPG.  ,
9/19/2023 12:30:20,Staff,99,Combination of the two,3,2.7,Car (driving myself),I don't have either,,,Sometimes,not sure,,
9/19/2023 12:39:15,Staff,100,Fully in-person,5,17,Car (driving myself),I don't have either,,I have a gasoline ICE vehicle. My home cannot support an EV charger.,Sometimes,No.,"Seemingly many folks who are new to Smith in the past 5 years, myself included, have to live far from campus due to the cost of housing. I purchased my house in 2018 and it was in the closest location I could afford (17 miles/25-30 minute commute). To match my current mortgage, I would have to find a house <$200,000 with today's interest rate. That's not possible and I can't afford to pay more for housing. Many folks have to commute due to this reason. If Smith wants more folks to decrease their carbon footprint, wages must increase. ",
,,,,,,,,,,,,,
9/19/2023 14:28:31,Staff,102,Fully in-person,5,34,Car (driving myself),I don't have either,,,No,yes,,
9/19/2023 15:59:49,Staff,103,Fully in-person,5,7,Car (driving myself),I don't have either,,,Yes,"Yes, and perhaps subsidies from the college for staff to buy EVs! :)","I have to drop my child off at school in the morning (at Northampton High) and then backtrack to campus, so that does increase my mileage. My partner works on campus too but we drive separately because we have different work hours and also because I do the school drop-off/pick-up.  ",
9/19/2023 17:14:26,Staff,104,Combination of the two,4,3,Car (driving myself),I don't have either,,,Sometimes,No. I live closer to campus so would not need to use charging station. Having to move one's car after a certain time period at the charging station would by inconvenient to my work day schedule.,,
9/20/2023 7:21:23,Staff,105,Fully in-person,5,27,Car (driving myself),I don't have either,,,Yes,Yes,,
9/20/2023 9:44:28,Staff,106,Combination of the two,3,7.8,Car (driving myself),I don't have either,,,Sometimes,yes,,
,,,,,16.75515464,,,,,,,,
7/27/2023 10:39:21,21,Faculty,Fully in-person,5,12,Car (driving myself),I have a Hybrid,2,"I have a plug-in hybrid, but I avoid using Smith's EV charging stations because they start charging me for parking after two hours whether or not my car has actually finished charging. This means I usually end up paying simultaneously for charging and parking, even though I already pay for a parking sticker every year. I wish that the chargers next to Ford Hall would begin charging a parking fee only after the battery is fully charged - then I would be more likely to use them to recharge midday.",Yes,"No - we have already purchased a fully electric vehicle as my spouse's car, and we already plan to buy a fully electric vehicle when it is time to replace my plug-in hybrid.","I have a plug-in hybrid with enough battery capacity to get me to and from campus for my regular commute. I use the gas engine only on days when I have to run other errands, or for longer trips, or to run the heat in cold weather. Overall, my car averages about 125 miles per gallon across the year (more in summer, less in winter). ",
9/19/2023 11:10:28,25,Faculty,Fully in-person,5,10,Car (driving myself),I have a Hybrid,5,,Yes,We already have both a hybrid and an EV. I drive the hybrid to work.,"I have a plug-in hybrid with ~40 miles range electric, my total daily commute milage is ~20, so the hybrid works as an electric vehicle most of the time (except in very cold weather or if I forget to charge it overnight).",
6/26/2023 8:05:23,Staff,5,Fully in-person,5 days,5,Car (driving myself),I have a Hybrid,,,Yes,"Nope, just waiting on newer, more affordable models to come out!",,
7/21/2023 14:46:35,Staff,7,Fully in-person,5 days,4.5,Car (driving myself),I have a Hybrid,3,n/a ,Sometimes,"Yes, although it isn't the first consideration. ","Do we want to know what their MPG is for their car? A truck and a midsize or small can have different C footprints over the same distance. Or just the type of vehicle they drive so we can calculate C footprint based on some standards? Do we want to know if they have a parking permit for any reason? 
Good to ask this question! Do you have ideas about what people might add here? An example(s) might prompt more out-of-the-box thinking. 

:)",
7/25/2023 7:59:46,Staff,15,Combination of the two,3 days,17,Car (driving myself),I have a Hybrid,3,,Sometimes,"The availability of charging stations is not the primary decision factor for me in purchasing an EV. Primary decision factors include vehicle cost, reliability ratings, driving mileage range. ",Primarily highway driving with an average of about 27-28 MPG.,
7/25/2023 8:31:10,Staff,25,Fully in-person,5,21,Car (driving myself),I have a Hybrid,,My hybrid doesn't require charging,Sometimes,,,
7/25/2023 8:35:38,Staff,28,Fully in-person,5,22,Car (driving myself),I have a Hybrid,4,"The location is super convenient and because I get here early, I can always get a spot. But if we want/expect more people to use EVs, then we will need more charging stations. I also think the new practice of charging more after cars are fully charged is really smart, and I've noticed it has cut down on people parking in those spots all day. ",Yes,"Before I bought it did, and knowing there were stations on campus helped me make the decision. ","The EV range on my hybrid allows me to drive round-trip on one charge, so I'm really not using gas for my commute. ",
7/25/2023 9:31:15,Staff,41,Combination of the two,4,4.6,Car (driving myself),I have a Hybrid,,,Yes,"Maybe, but it is currently price of the vehicle and overall charging infrastructure that impacts the decision to buy an EV",,
7/25/2023 9:34:54,Staff,42,Combination of the two,2,25.1,Car (driving myself),I have a Hybrid,,,No,,,March 2023
7/25/2023 13:02:06,Staff,57,Combination of the two,4,5,Car (driving myself),I have a Hybrid,1,We just had to buy a second car for my family and bought an EV and I would so appreciate more electric charging stations on campus. The existing ones are few and far from my office.,Yes,Yes!,,
7/25/2023 14:07:46,Staff,59,Combination of the two,3,18,Car (driving myself),I have a Hybrid,,,No,Maybe,,
7/26/2023 11:30:36,Staff,65,Combination of the two,5,50,Car (driving myself),I have a Hybrid,,"My car is not a plug-in hybrid, so I didn't answer the previous question.",No,No.,"The reason I drive myself is because I live in NH and there isn't anyone with whom I can commute. My average mileage is 30 mgp.
The reason I'm not considering an EV is because there are other detrimental environmental issues with EVs that I'm not seeing addressed by those who are pushing the use of EVs (e.g., minerals needed to build the batteries, how the electricity is being generated (coal, hydro), etc.).",
8/1/2023 10:40:15,Staff,71,Fully in-person,5,,Car (driving myself),I have a Hybrid,4,,Yes,no,average 45 mpg.  I commute from Amherst 22 miles RT,
9/19/2023 11:10:21,Staff,81,Combination of the two,4,52.6,Car (driving myself),I have a Hybrid,,,Sometimes,Yes!,"I stay down in Northampton about 2 nights a week, and in Vermont the other 3 work nights per week. Only worked from home one day a week during the summer.",
9/19/2023 11:15:11,Staff,82,Combination of the two,4,3.4,Car (driving myself),I have a Hybrid,1,"The main problem with using Campus EV charging stations is that you really need to move your vehicle when it's done charging, which will be in the middle of the day when finding nearby parking is impossible or difficult. 

For full time staff, taking a break in the middle of the day to move ones car around, especially timing it around meetings and obligations, is a barrier.  I understand the reason for charging cars that are fully charged, because of limited availability, but that also feels like a tax one pays to not interrupt their work day.

That being said, a large EV bank in the Garage could go a long way to improving the situation.  People who complain about parking often are complaining about the process of finding parking, because they are trying to seek the perfect spot.  Ones frustration with parking is mitigated if there is a solid place you go every day, like the Garage, so encouraging the use of the Garage can reduce parking stress, period, and if you need to move your EV because it is done charging you know you'll have a spot nearby.

In fact, I would say that reducing the total number of lots and increasing large parking areas like the Garage would actually make people happier (which they wouldn't admit during the process), and give more green space for students to enjoy.   ",Yes,"No, but I know it would impact others.","I may not be car pooling, but I am bringing my Campus School kid to school each day.  ",
9/19/2023 11:50:38,Staff,96,Fully in-person,5,3.1,Car (driving myself),I have a Hybrid,3,N/A - My hybrid is not a plug-in,Yes,Yes,"My car averages 50mpg. During the summer months (June through August), I ride my bike to work on average one day per week.",October 2022
,,,,,16.88666667,,,,,,,,
9/19/2023 14:03:55,16,Faculty,Combination of the two,5,12.1,Car (driving myself),I have an EV,2,I am note even sure where the chargers all are. But I have a level 2 charger at home so I just charge there.,Yes,No,,
9/20/2023 9:32:51,27,Faculty,Fully in-person,5,47,Car (driving myself),I have an EV,1,"There are nowhere near enough chargers and the are concentrated in one part of the campus. The fee to charge is reasonable, but the non-charging fee of $5/hour with only 3 minutes of grace time is not, especially given the location of the chargers.",Yes,"This question doesn't really apply to me as both cars in my family are EV's, but more chargers in more locations around campus would definitely help incentivize people considering making this move",,
7/28/2023 15:06:07,28,Faculty,Fully in-person,6,14,Car (driving myself),I have an EV,4,,Yes,Yes,"I think that charging should be for Smith employees only.  Or maybe keep it for everyone, but apply an employee perk that makes it cheaper for employees.  I'm not saying this because I have an EV.  I just think that Smith could contribute that extra incentive.

I like the current model of charging $5 an hour once charged to encourage folks to move, but the current cost per hour is still slightly more expensive than if I just charged at home. Like I said in the previous paragraph, I would love Smith to incentivize just a little.",
7/31/2023 12:19:13,Staff,69,Combination of the two,5,27,Car (driving myself),I have an EV,2,There's nothing north of Elm St. and the Ford Hall spots fill up so quickly.,Yes,No,I worked virtually for about 25-30 days during last fiscal year.,
9/19/2023 11:28:38,Staff,91,Combination of the two,2,10,Car (driving myself),I have an EV,1,,Yes,"We purchased an EV car in December of 2022. I do not find the charging spots on campus convenient to my work location. And, if I were to park there, the need to move the car after charging adds an extra time burden. I typically leave the EV car to my partner and I use our gasoline car for communting. As it is, finding a parking spot at Smith is time-consuming, as I'm sure you know.  ",,
,,,,,22.02,,,,,,,,
,,,,,,,,,,,,,
7/25/2023 8:15:58,Staff,19,Combination of the two,2 days,8,Car (driving myself),,,,Yes,Maybe,"My partner and I both work at Smith. We carpool 2-3 days per week, and from July '22 to June '23, we alternated vehicles to balance the wear and tear. ",
